dataset,contrast,checkpoint,metric,status,estimate,realizations,pointwise_interval,adjusted_interval,order_dispersion,t_sensitivity,interpretation,classification,scientific_admission,pairing_issues
zsre,primary-vs-v0_live_C1,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-v0_live_C1,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-v0_live_C2,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-v0_live_C2,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-v0_live_C2,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_LM,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_LM,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_LM,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_literal,1000,RET-GS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_literal,1000,ES,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
zsre,primary-vs-S1_literal,1000,LS,incomplete,unavailable,"[null,null,null]",unavailable,unavailable,"[{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":0,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-R1_nonlearned,1000,RET-GS,incomplete,unavailable,"[0.5655,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":0.5655,""mean"":0.5655,""minimum"":0.5655,""observed_orders"":5,""order_values"":[0.5655,0.5655,0.5655,0.5655,0.5655],""realization"":0,""sample_sd"":0.0},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-R1_nonlearned,1000,ES,incomplete,unavailable,"[-0.008600000000000007,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":-0.007000000000000006,""mean"":-0.008600000000000007,""minimum"":-0.01100000000000001,""observed_orders"":5,""order_values"":[-0.01100000000000001,-0.007000000000000006,-0.007000000000000006,-0.009000000000000008,-0.009000000000000008],""realization"":0,""sample_sd"":0.0016733200530681524},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-R1_nonlearned,1000,LS,incomplete,unavailable,"[0.9800000000000001,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":0.98,""mean"":0.9800000000000001,""minimum"":0.98,""observed_orders"":5,""order_values"":[0.98,0.98,0.98,0.98,0.98],""realization"":0,""sample_sd"":1.2412670766236366e-16},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_stable,1000,RET-GS,incomplete,unavailable,"[0.6915,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":0.6915,""mean"":0.6915,""minimum"":0.6915,""observed_orders"":5,""order_values"":[0.6915,0.6915,0.6915,0.6915,0.6915],""realization"":0,""sample_sd"":0.0},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_stable,1000,ES,incomplete,unavailable,"[-0.008600000000000007,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":-0.007000000000000006,""mean"":-0.008600000000000007,""minimum"":-0.01100000000000001,""observed_orders"":5,""order_values"":[-0.01100000000000001,-0.007000000000000006,-0.007000000000000006,-0.009000000000000008,-0.009000000000000008],""realization"":0,""sample_sd"":0.0016733200530681524},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
counterfact,primary-vs-v0_stable,1000,LS,incomplete,unavailable,"[0.0,null,null]",unavailable,unavailable,"[{""complete"":true,""maximum"":0.0,""mean"":0.0,""minimum"":0.0,""observed_orders"":5,""order_values"":[0.0,0.0,0.0,0.0,0.0],""realization"":0,""sample_sd"":0.0},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":1,""sample_sd"":null},{""complete"":false,""maximum"":null,""mean"":null,""minimum"":null,""observed_orders"":0,""order_values"":[null,null,null,null,null],""realization"":2,""sample_sd"":null}]","{""assumptions"":""independent identically distributed normal realization errors; not checked with n=3"",""between_realization_sample_sd"":null,""confidence"":0.95,""critical_value"":4.302652729696142,""degrees_of_freedom"":2,""family_adjusted"":false,""lower"":null,""method"":""Student_t"",""role"":""secondary_sensitivity_not_classifier_input"",""status"":""unavailable"",""upper"":null,""zero_variance_caveat"":null}",preliminary_decision_summary,unavailable,False,[]
